00000000h	19647,20,0
00000004h	19647,12,0
00000044h	19647,1,0
0000004ch	19647,1,0
0000007c	19647,2,0
0000008c	19647,2,0
0000009c	19647,2,0
000000a0	19647,2,0
000000a4	19647,2,0
000000a8	19647,2,0
000000ac	19647,2,0
000000b0	19647,2,0
000000b4	19647,2,0
000000c0	19647,4,0
000000c2	19647,3,0
000000c4	19647,3,0
000000c8	19647,3,0
000000cc	19647,3,0
000000d0	19647,3,0
000000d4	19647,3,0
000000d8	19647,3,0
000000dc	19647,3,0
000000e0	19647,3,0
000000e4	19647,3,0
000000e8	19647,3,0
000000ec	19647,3,0
000000f0	19647,3,0
00000104h	19647,1,0
000003ff	17593,1,0
000005ff	17593,1,0
000006b0h	19647,1,0
000007a9h	19647,1,0
00000960h	19647,1,0
00000cf8	19647,3,0
00000d28	19647,3,0
00000d64	19647,3,0
00000e78	19647,3,0
00000ea0	19647,3,0
00000ec8	19647,3,0
00000fac	19647,3,0
000011e0	19647,3,0
0000124c	19647,3,0
000012c8	19647,3,0
000012f0	19647,3,0
0000136c	19647,3,0
000013b0	19647,3,0
0000148c	19647,3,0
000014e0	19647,3,0
0000156c	19647,3,0
000015f8	19647,3,0
000016b0	19647,3,0
000016f4	19647,3,0
0000171c	19647,3,0
0000187c	19647,3,0
00001ab0	19647,3,0
00001b00	19647,3,0
00001c70	19647,3,0
00001c80	19647,3,0
00001ca8	19647,3,0
00001de4	19647,3,0
00001e80	19647,3,0
00001ea8	19647,3,0
00001f0c	19647,3,0
00001f34	19647,3,0
00001f50	19647,3,0
00001f98	19647,3,0
00001fe0	19647,3,0
0000204c	19647,3,0
000023b0	19647,3,0
000024c8	19647,3,0
000025a0	19647,3,0
000026bc	19647,3,0
000026e4	19647,3,0
000027b8	19647,3,0
000027e0	19647,3,0
0000284c	19647,3,0
000028c0	19647,3,0
00002a60	19647,3,0
00002ca0	19647,3,0
000037ac	19647,3,0
000037c4	19647,3,0
000037dc	19647,3,0
000037e0	19647,3,0
000037f4	19647,3,0
0000380c	19647,3,0
0000399c	19647,3,0
000039d8	19647,3,0
00003a00	19647,3,0
00003dc0	19647,3,0
00003e30	19647,3,0
00003e94	19647,3,0
00003ebc	19647,3,0
00003f4c	19647,3,0
00003f74	19647,3,0
0000402c	19647,3,0
000040bc	19647,3,0
0000414c	19647,3,0
000041b4	19647,3,0
000041f8	19647,3,0
000043bc	19647,3,0
000045c4	19647,3,0
000047bc	19647,3,0
0000489c	19647,2,0
000048a0	19647,2,0
000048b8	19647,3,0
000048dc	19647,3,0
000048f0	19647,2,0
000048fc	19647,2,0
0000490c	19647,2,0
0000491c	19647,2,0
0000496c	19647,2,0
000049a0	19647,2,0
000049a8	19647,2,0
000049b0	19647,2,0
000049b8	19647,2,0
000049c0	19647,2,0
000049c8	19647,2,0
000049cc	19647,2,0
000049d0	19647,2,0
000049d4	19647,2,0
000049d8	19647,2,0
000049e8	19647,2,0
000049ec	19647,2,0
000049f0	19647,2,0
00004d10	19647,2,0
00004d2c	19647,2,0
00004d3c	19647,2,0
00004d4c	19647,2,0
00004d70	19647,2,0
00004d74	19647,2,0
00004d84	19647,2,0
00004d88	19647,2,0
00004d90	19647,2,0
00004d9c	19647,2,0
00004da4	19647,2,0
00004dac	19647,2,0
00004db0	19647,2,0
00004dc4	19647,3,0
00004de4	19647,2,0
00004dec	19647,2,0
00004df4	19647,2,0
00004dfc	19647,2,0
00004e08	19647,2,0
00004e10	19647,2,0
00004e20	19647,2,0
00004e2c	19647,2,0
00004e30	19647,2,0
00004e34	19647,2,0
00004e38	19647,2,0
00004e3c	19647,2,0
00004e40	19647,2,0
00004e44	19647,2,0
00004e48	19647,2,0
00004e4c	19647,2,0
00004e50	19647,5,0
00004e54	19647,2,0
00004e58	19647,2,0
00004e64	19647,2,0
00004e68	19647,2,0
00004e70	19647,2,0
00004e74	19647,2,0
00004e78	19647,2,0
00004e7c	19647,2,0
00004e80	19647,2,0
00004e84	19647,2,0
00004e88	19647,2,0
00004e8c	19647,2,0
00004e90	19647,2,0
00004e94	19647,2,0
00004e98	19647,2,0
00004ea0	19647,2,0
00004ea8	19647,2,0
00004eac	19647,2,0
00004ebc	19647,2,0
00004ec4	19647,2,0
