00	43137,1,0|43927,1,0|45042,6,0
00000000h	44385,20,0
00000004h	44385,12,0
00000044h	44385,1,0
0000004ch	44385,1,0
0000007c	44385,2,0
0000008c	44385,2,0
0000009c	44385,2,0
000000a0	44385,2,0
000000a4	44385,2,0
000000a8	44385,2,0
000000ac	44385,2,0
000000b0	44385,2,0
000000b4	44385,2,0
000000c0	44385,4,0
000000c2	44385,3,0
000000c4	44385,3,0
000000c8	44385,3,0
000000cc	44385,3,0
000000d0	44385,3,0
000000d4	44385,3,0
000000d8	44385,3,0
000000dc	44385,3,0
000000e0	44385,3,0
000000e4	44385,3,0
000000e8	44385,3,0
000000ec	44385,3,0
000000f0	44385,3,0
00000104h	44385,1,0
000006b0h	44385,1,0
000007a9h	44385,1,0
00000960h	44385,1,0
00000cf8	44385,3,0
00000d28	44385,3,0
00000d64	44385,3,0
00000e78	44385,3,0
00000ea0	44385,3,0
00000ec8	44385,3,0
00000fac	44385,3,0
000011e0	44385,3,0
0000124c	44385,3,0
000012c8	44385,3,0
000012f0	44385,3,0
0000136c	44385,3,0
000013b0	44385,3,0
0000148c	44385,3,0
000014e0	44385,3,0
0000156c	44385,3,0
000015f8	44385,3,0
000016b0	44385,3,0
000016f4	44385,3,0
0000171c	44385,3,0
0000187c	44385,3,0
00001ab0	44385,3,0
00001b00	44385,3,0
00001c70	44385,3,0
00001c80	44385,3,0
00001ca8	44385,3,0
00001de4	44385,3,0
00001e80	44385,3,0
00001ea8	44385,3,0
00001f0c	44385,3,0
00001f34	44385,3,0
00001f50	44385,3,0
00001f98	44385,3,0
00001fe0	44385,3,0
0000204c	44385,3,0
000023b0	44385,3,0
000024c8	44385,3,0
000025a0	44385,3,0
000026bc	44385,3,0
000026e4	44385,3,0
000027b8	44385,3,0
000027e0	44385,3,0
0000284c	44385,3,0
000028c0	44385,3,0
00002a60	44385,3,0
00002ca0	44385,3,0
000037ac	44385,3,0
000037c4	44385,3,0
000037dc	44385,3,0
000037e0	44385,3,0
000037f4	44385,3,0
0000380c	44385,3,0
0000399c	44385,3,0
000039d8	44385,3,0
00003a00	44385,3,0
00003dc0	44385,3,0
00003e30	44385,3,0
00003e94	44385,3,0
00003ebc	44385,3,0
00003f4c	44385,3,0
00003f74	44385,3,0
0000402c	44385,3,0
000040bc	44385,3,0
0000414c	44385,3,0
000041b4	44385,3,0
000041f8	44385,3,0
000043bc	44385,3,0
000045c4	44385,3,0
000047bc	44385,3,0
0000489c	44385,2,0
000048a0	44385,2,0
000048b8	44385,3,0
000048dc	44385,3,0
000048f0	44385,2,0
000048fc	44385,2,0
0000490c	44385,2,0
0000491c	44385,2,0
0000496c	44385,2,0
000049a0	44385,2,0
000049a8	44385,2,0
000049b0	44385,2,0
000049b8	44385,2,0
000049c0	44385,2,0
000049c8	44385,2,0
000049cc	44385,2,0
000049d0	44385,2,0
000049d4	44385,2,0
000049d8	44385,2,0
000049e8	44385,2,0
000049ec	44385,2,0
000049f0	44385,2,0
00004d10	44385,2,0
00004d2c	44385,2,0
00004d3c	44385,2,0
00004d4c	44385,2,0
00004d70	44385,2,0
00004d74	44385,2,0
00004d84	44385,2,0
00004d88	44385,2,0
00004d90	44385,2,0
00004d9c	44385,2,0
00004da4	44385,2,0
00004dac	44385,2,0
00004db0	44385,2,0
00004dc4	44385,3,0
00004de4	44385,2,0
00004dec	44385,2,0
00004df4	44385,2,0
00004dfc	44385,2,0
00004e08	44385,2,0
00004e10	44385,2,0
00004e20	44385,2,0
00004e2c	44385,2,0
00004e30	44385,2,0
00004e34	44385,2,0
00004e38	44385,2,0
00004e3c	44385,2,0
00004e40	44385,2,0
00004e44	44385,2,0
00004e48	44385,2,0
00004e4c	44385,2,0
00004e50	44385,5,0
00004e54	44385,2,0
00004e58	44385,2,0
00004e64	44385,2,0
00004e68	44385,2,0
00004e70	44385,2,0
00004e74	44385,2,0
00004e78	44385,2,0
00004e7c	44385,2,0
00004e80	44385,2,0
00004e84	44385,2,0
00004e88	44385,2,0
00004e8c	44385,2,0
00004e90	44385,2,0
00004e94	44385,2,0
00004e98	44385,2,0
00004ea0	44385,2,0
00004ea8	44385,2,0
00004eac	44385,2,0
00004ebc	44385,2,0
00004ec4	44385,2,0
00004ec8	44385,2,0
00004ed0	44385,2,0
000051e0	44385,3,0
000053c0	44385,3,0
0000562c	44385,3,0
000057ac	44385,3,0
000057d0	44385,3,0
000059c8	44385,3,0
000059f8	44385,3,0
00005aa0	44385,2,0
00005ad0	44385,2,0
00005af0	44385,3,0
00005b50	44385,3,0
00005b70	44385,3,0
00005c50	44385,3,0
00005e54	44385,3,0
00005ee8	44385,3,0
00005fa0	44385,3,0
00005fb8	44385,3,0
000060bc	44385,3,0
00006256391006e	49822,1,0
000069b0	44385,3,0
00006b30	44385,3,0
00006b78	44385,2,0
00006b7c	44385,2,0
00006b80	44385,2,0
00006b98	44385,2,0
00006b9c	44385,2,0
00006ba0	44385,2,0
00006ba2	44385,2,0
00006ba4	44385,2,0
00006ba6	44385,2,0
00006baa	44385,2,0
00006bae	44385,2,0
00006bb2	44385,4,0
00006bb3	44385,2,0
00006bb6	44385,2,0
00006be1	44385,2,0
00006be5	44385,2,0
00006be9	44385,4,0
00006bed	44385,4,0
00006bf1	44385,4,0
00006bf5	44385,2,0
00006bff	44385,2,0
00006c0f	44385,2,0
00006c34	44385,3,0
00006c47	44385,2,0
00006c8b	44385,2,0
00006ccb	44385,2,0
00006e94	44385,2,0
00006e98	44385,2,0
00006e9c	44385,2,0
00006ea8	44385,3,0
00006eb4	44385,2,0
00006ecc	44385,2,0
00006ed0	44385,2,0
00006ee0	44385,2,0
00006ee4	44385,2,0
00006ee8	44385,2,0
00006eec	44385,2,0
00006f58	44385,2,0
00006f5c	44385,2,0
00006f60	44385,2,0
00006f64	44385,2,0
00006fe0	44385,2,0
00006fe8	44385,2,0
00006fec	44385,2,0
000070f0	44385,2,0
000070f4	44385,2,0
000070f8	44385,2,0
000071d4h	44385,1,0
000071ec	44385,2,0
000071f4	44385,3,0
0000728c	44385,2,0
000072a0	44385,2,0
000072a8	44385,3,0
000072c4	44385,3,0
000072e0	44385,3,0
000072ec	44385,1,0
000072f0	44385,2,0
000072f4	44385,8,0
000072f8	44385,4,0
000074f4	44385,3,0
000075b8	44385,2,0
0000766e	44385,2,0
0000783c	44385,2,0
000079b0	44385,2,0
000079b4	44385,5,0
000079dc	44385,2,0
000079eb	44385,2,0
00007a60	44385,2,0
00007ab8	44385,1,0
00007ac0	44385,3,0
00007ac4	44385,2,0
00007ac8	44385,2,0
00007acc	44385,2,0
00007ad0	44385,2,0
00007b22	44385,2,0
00007b52	44385,2,0
00007be4	44385,2,0
00007c9c	44385,2,0
00007e0c	44385,2,0
00007ef0	44385,2,0
000081d0	44385,2,0
000081f0	44385,2,0
0000822d	44385,2,0
0000825c	44385,2,0
000082aa	44385,2,0
000082ba	44385,2,0
000082c3	44385,2,0
000082ce	44385,2,0
000082e2	44385,2,0
000082ec	44385,2,0
000083f4	44385,2,0
000084b4	44385,2,0
000084d0	44385,2,0
000084f0	44385,2,0
000085ac	44385,2,0
000085cc	44385,2,0
000085f0	44385,2,0
000085f6	44385,2,0
000085fc	44385,2,0
000087fe	44385,2,0
000088ac	44385,2,0
000089c4	44385,2,0
00008a1c	44385,2,0
00008a78	44385,2,0
00008ab0	44385,2,0
00008afc	44385,2,0
00008bb0	44385,4,0
00008e10	44385,2,0
00008e54	44385,2,0
00008e70	44385,2,0
00008eac	44385,2,0
00008ec0	44385,2,0
00008ef8	44385,2,0
00008f98	44385,2,0
0000901c	44385,2,0
000091cc	44385,2,0
000091e4	44385,2,0
0000929c	44385,2,0
000092d0	44385,2,0
000094ac	44385,2,0
000095d0	44385,2,0
0000968c	44385,2,0
000096f0	44385,2,0
0000977c	44385,2,0
000097ac	44385,2,0
000097c0	44385,2,0
000097dc	44385,2,0
0000987c	44385,2,0
000099c0	44385,2,0
00009a10	44385,2,0
00009a2c	44385,2,0
00009a40	44385,2,0
00009a60	44385,2,0
00009a88	44385,2,0
00009ac8	44385,2,0
00009b14	44385,2,0
00009b1c	44385,2,0
00009b38	44385,2,0
00009b6c	44385,2,0
00009be0	44385,2,0
00009c04	44385,2,0
00009c50	44385,2,0
00009cf1h	44385,1,0
00009cf4	44385,3,0
00009cfa	44385,2,0
00009d00	44385,2,0
00009d06	44385,2,0
00009d0c	44385,2,0
00009d12	44385,2,0
00009d18	44385,2,0
00009d1e	44385,2,0
00009d24	44385,2,0
00009d2a	44385,2,0
00009d30	44385,2,0
00009d36	44385,2,0
00009d3c	44385,2,0
00009d42	44385,2,0
00009d48	44385,2,0
00009d4e	44385,2,0
00009d54	44385,2,0
00009d5a	44385,2,0
00009d60	44385,2,0
00009d66	44385,2,0
00009d6c	44385,2,0
00009d72	44385,2,0
00009d78	44385,2,0
00009d7e	44385,2,0
00009d84	44385,2,0
00009d8a	44385,2,0
00009d90	44385,2,0
